a,b
225,112.34727134550539
226,119.14961925757981
227,105.07107419081416
228,137.01238781539993
229,60.71434939177587
230,71.76865882918283
231,55.821891001557034
232,75.13657291850627
233,202.0962517267044
234,53.82749484574615
235,142.34404365332696
236,47.61027187645898
237,102.62170088012469
238,58.92721740843072
239,100.48052893039379
240,83.89047324907115
241,48.6352194549235
242,77.65154730128668
243,63.16531385621773
244,98.51080686504987
245,63.64347065750997
246,193.9563965867945
247,146.3650985856942
248,45.925014909489185
249,77.82026231144583
250,135.96929361644686
251,14.644985769880396
252,57.66881032469903
253,207.8063336859828
254,51.427559221406156
255,35.44717647954457
256,62.75031970538359
257,102.26834857054573
258,8.958492953616656
259,75.1156100753278
260,74.09900228223205
261,97.3880618805394
262,68.48179047145254
263,106.87346416291311
264,46.17591337675997
265,64.88457120860363
266,152.24012339076515
267,109.18316777989082
268,94.74142649211063
269,40.01983200498979
270,64.67434440377303
271,102.00402380518918
272,78.5111915534827
273,47.72018059444194
274,65.88831440764666
275,134.36027039683682
276,84.60063683353096
277,40.159566925566764
278,89.87217028085888
279,109.06957345196507
280,104.34475215308198
281,84.36121754100044
282,128.25483635976227
283,12.832987008313994
284,54.311647551385725
285,145.69108499569305
286,90.66268413534314
287,101.54490337847022
288,120.97500499789203
289,53.261632530056
290,90.93604022285787
291,63.16286029919082
292,89.61319595188947
293,43.96401973228558
294,42.166435519157865
295,37.21926355783866
296,95.36366170617589
297,0.0
298,78.75325030317991
299,114.91512116091845
300,121.78888231649714
301,112.26782517462337
302,64.84302807164399
303,121.41022395427535
304,127.3205470941308
305,92.11115015932366
306,90.31356420399369
307,75.78151787833303
308,110.25461645978562
309,75.91101398717657
310,65.28358054882324
311,224.474575883328
312,70.3056551137404
313,77.39578615749268
314,71.2652377791184
315,90.06350551791627
316,50.80793489054348
317,40.362416423987064
318,94.23490431306371
319,58.30024086194106
320,102.38182468491398
321,90.51131742227754
322,51.414724757264246
323,85.40058438153584
324,104.20620908595838
325,85.46785188083184
326,79.44114680540267
327,95.22452251512455
328,141.5812143203946
329,110.34299760218003
330,68.1773450735435
331,55.02100145597113
332,109.16260677997751
333,109.03809431728749
334,137.03525155363255
335,120.03430655205669
336,86.98525188805856
337,108.64230492912293
338,135.80959176849967
339,33.96924336209549
340,76.68314452620659
341,70.23689473641709
342,60.538310102591566
343,68.10287068152037
344,38.61354818332266
345,55.91570935651188
346,66.50237261753898
347,163.3419615291605
348,94.93231395122709
349,11.012152378168402
350,45.56752437135355
351,107.32644548292839
352,60.04580191082627
353,57.18316100958846
354,34.74391963161831
355,96.15557176032785
356,83.61259314329794
357,73.33616146777779
358,73.25672168973486
359,46.37220719353346
360,134.99281267904598
361,171.27075414235142
362,60.140620616147174
363,110.57136703414683
364,174.7294079999174
365,69.90233294304282
366,114.84965068296898
367,61.063917326028324
368,86.12453135917066
369,149.44311806369987
370,126.13879883136671
371,44.54938800480536
372,69.64236399986723
373,69.84497607303078
374,54.90476702241886
375,29.519026428570005
376,73.98353364093937
377,38.809424101975594
378,106.81418930138037
379,57.15968722320589
380,160.50894019222935
381,119.11945031144168
382,62.310971635279856
383,80.58460497574148
384,109.26986961493338
385,55.19910065881769
386,77.65397283775195
387,108.21780316454404
388,87.16686861522369
389,52.91123249216063
390,131.73324898278364
391,108.13423793915335
392,117.83315384938889
393,43.33672054808974
394,86.48699201553481
395,87.80061355091745
396,78.04663444441394
397,75.05621424765141
398,68.10368865500935
399,24.5289171749953
400,85.50527845954568
401,22.854676217352033
402,95.50647219226687
403,110.00149956939362
404,59.08717427973899
405,90.74218026905903
406,74.48478549285609
407,58.12517968547538
408,133.17932646619036
409,78.32573345388474
410,147.21779883946502
411,68.22916673046481
412,104.67089751558805
413,58.96581773439205
414,114.38342495112657
415,50.79063312678998
416,68.1215042021507
417,147.5407980864954
418,147.04317493602443
419,76.69090803800962
420,71.78371767090545
421,75.904396023322
422,61.73880814909423
423,68.47781552327902
424,157.12933568003777
425,82.74535615043794
426,60.99174293665774
427,44.16913518651908
428,68.77730817176736
429,58.780991805977955
430,101.37983892833788
431,93.31291127400748
432,83.94647499385624
433,150.74604673020357
434,140.67216939829365
435,63.7954065993544
436,93.3845053242373
437,68.58043650846825
438,59.26833484240193
439,86.73111401820843
440,118.097236763821
441,83.79748828264243
442,7.105427360909724e-15
443,139.74376690470987
444,115.72949362090029
445,124.58872366884616
446,60.49433673675333
447,72.13765977235758
448,2.842170943040401e-14
449,56.95500267396523
450,96.82021126062722
451,121.33197550742801
452,99.35814309859059
453,30.32588008228039
454,39.1959611105855
455,91.70199094311491
456,115.82712913179182
457,63.35056691594343
458,33.673189179931164
459,56.895028445197696
460,93.0691743858269
461,62.85091094901268
462,65.89672620851508
463,96.74952029334546
464,126.29697078145404
465,77.39077033349973
466,41.491532899630386
467,64.65282809083739
468,101.77111898595604
469,88.1209930395448
470,86.39584712241675
471,46.81362468624347
472,68.74888175110688
473,20.062215730073316
474,123.17404948053014
475,22.421788450820223
476,106.10475955394273
477,71.2640787447412
478,43.29205819158639
479,84.91540485419291
480,6.355287432313019e-14
481,92.14082849021801
482,99.89431235920665
483,44.23639396485396
484,152.4492437392416
485,85.04587886024288
486,115.0067259677816
487,92.31884202335436
488,52.127444427170374
489,89.75262349109715
490,51.552152359178066
491,98.54614937302215
492,77.35764706774624
493,38.16161274642909
494,2.6962550417198945
495,2.842172298292793e-14
496,114.07865149589747
497,86.49006896314107
498,149.8234445105305
499,76.21585866354171
500,71.10007595269632
501,57.84485009859384
502,91.75288536916918
503,65.9711629900569
504,125.71867803902846
505,98.8918260837245
506,104.6904214727792
507,89.368475944223
508,74.91283956275679
509,101.78398388253433
510,56.68205533097055
511,75.60251760882717
512,24.75194900592347
513,115.76167948199007
514,50.65547882864747
515,86.46897786289055
516,112.17037954320513
517,72.5883449766653
518,104.70628207633962
519,108.05230012794469
520,95.21791639577343
521,84.33309007195764
522,121.29973604481107
523,36.62519761038859
524,60.659628233259184
525,125.32589996241354
526,102.92204746797988
527,138.42376324978105
528,65.0141540158354
529,95.08765452087871
530,73.74593513049795
531,129.70038664039
532,73.20850906019446
533,76.19084579168147
534,2.842170943040401e-14
535,112.9307799783678
536,83.26703254557341
537,163.71490321842523
538,121.02709743387189
539,85.61759671391151
540,72.80271255969973
541,122.71206374273041
542,131.20846712007577
543,44.78180206198013
544,169.6172492814705
545,40.54479756690751
546,96.2142739803974
547,101.13578056874832
548,118.13517283078056
549,118.05947191935323
550,27.674334079366158
551,82.4679282873045
552,82.11913679411548
553,43.90490729400663
554,70.85121594756649
555,87.80925082956799
556,99.73323736347882
557,129.0870741360266
558,53.60906892233818
559,54.86999219265671
560,84.82191016399375
561,82.19887224434275
562,92.84986927831399
563,116.24982620202061
564,73.61525038309689
565,56.56365705830918
566,53.13854610491659
567,150.17098438076812
568,37.063252245101374
569,32.80681335052703
570,118.94192278923359
571,58.48650209727669
572,117.64521412386486
573,30.56598617690961
574,148.9408296133935
575,114.25155423207356
576,158.435433418475
577,100.74239385345004
578,114.4576272210014
579,5.197196092338737
580,69.6316646850785
581,16.671118488771693
582,193.12664225574792
583,80.7526137203414
584,1.2560739669470201e-15
585,61.50221885307065
586,89.65984360894066
587,108.5291197060635
588,102.41671945001214
589,92.82046053987693
590,81.17118868274717
591,114.20072810019424
592,98.38316919896741
593,30.168963005140792
594,58.17931110450286
595,83.08192733155038
596,75.38515517023228
597,117.76994582494288
598,51.95608188118549
599,74.72083145063966
