a,b
258,54.946851276938524
259,62.01903807831898
260,8.881784197001252e-16
261,146.48531963761195
262,18.503783396916425
263,56.21335081034334
264,114.73902870303992
265,123.9164550904661
266,102.06059367193139
267,56.58269764398959
268,114.4986256729748
269,39.12948645028354
270,62.729941903212485
271,59.38495252538298
272,52.40013972835664
273,1.7763568394002505e-15
274,88.78316518794716
275,76.05508837913688
276,119.19325098343455
277,114.20052539283698
278,76.10213047783422
279,59.604494979034016
280,96.88653397107537
281,107.98175325077439
282,117.54563162556407
283,66.20963510373501
284,133.04008612632512
285,86.67207256560896
286,77.29688266687494
287,1.7763568394002505e-15
288,137.55509545713755
289,58.46380406568867
290,47.32170256165071
291,7.064037443275623
292,65.38141330757858
293,102.99756161909451
294,54.484199766316884
295,60.15000237961852
296,20.65169992098435
297,93.16259951457585
298,99.14824170943237
299,0.0
